text,label,label_id,outlet,label_source,outlet_group,word_count,char_count,has_question,has_colon,has_exclaim,caps_word_ratio,avg_word_len,form_score,m_reveal,m_authority,m_cata,m_withhold,m_vague,m_emo,m_list,m_addr,m_q,m_colon,split
Оминатимете його стороною: учені назвали найнебезпечніший вид хліба,clickbait,1,ukr.media,llm,ukrmedia,8,67,0,1,0,0.0,7.375,2,1,0,0,0,0,0,0,0,0,1,train
"Гемоглобін, гормони та хвороба: про що може свідчити завжди холодні ноги та руки",clickbait,1,znaj.ua,llm,znaj_holding,13,80,0,1,0,0.0,5.077,1,0,0,0,0,0,0,0,0,0,1,train
"Політтехнологія чи реальні воєнні погрози: експерт розповів, чи вдарить Трамп по москві",clickbait,1,politeka.net,llm,znaj_holding,12,87,0,1,0,0.0,6.167,3,1,1,0,0,0,0,0,0,0,1,train
Після одноденної перерви Україну атакували понад 130 «шахедів». Збили 51 із них,neutral,0,hromadske.ua,llm,quality,12,79,0,0,0,0.0,5.417,0,0,0,0,0,0,0,0,0,0,0,test
Дефіцит продуктів в Львівській області: що може статися найближчим часом,clickbait,1,politeka.net,llm,znaj_holding,10,72,0,1,0,0.0,6.2,2,0,0,0,0,1,0,0,0,0,1,train
Генштаб ЗСУ: Армія рф залучила значні сили для наступу на Вовчанськ. Бої за місто тривають,neutral,0,hromadske.ua,llm,quality,15,90,0,1,0,0.0667,4.933,0,0,0,0,0,0,0,0,0,0,0,train
Міноборони Британії: Втрата літака в Мачулищах ще більше обмежить повітряні операції РФ,neutral,0,pravda.com.ua,llm,quality,12,87,0,1,0,0.0,6.25,0,0,0,0,0,0,0,0,0,0,0,train
"Дрони знову атакували нафтовий термінал ""Шесхаріс"" у Новоросійську: спалахнула пожежа",neutral,0,pravda.com.ua,llm,quality,10,85,0,1,0,0.0,7.3,1,0,0,0,0,0,0,0,0,0,1,train
Тканинні маски та патчі: чому щоденне використання може висушувати шкіру та як цього уникнути,clickbait,1,ukr.media,llm,ukrmedia,14,93,0,1,0,0.0,5.643,1,0,0,0,0,0,0,0,0,0,1,train
Торішнє скасування американської допомоги Україні поставило під загрозу працівників посольства США — Брінк,neutral,0,zn.ua,llm,quality,12,106,0,0,0,0.0833,7.75,0,0,0,0,0,0,0,0,0,0,0,train
"Кому який гель для душу підійде: розбираємо, як вибрати засіб для своєї шкіри",clickbait,1,ukr.media,llm,ukrmedia,13,77,0,1,0,0.0,4.846,1,0,0,0,0,0,0,0,0,0,1,test
"Здуття, печія та втрата ваги: які небезпечні сигнали посилає нам кишечник",clickbait,1,znaj.ua,llm,znaj_holding,11,73,0,1,0,0.0,5.545,1,0,0,0,0,0,0,0,0,0,1,train
Санкції не завада: як Вадим Єрмолаєв виводить активи через підставних осіб,neutral,0,znaj.ua,llm,znaj_holding,11,74,0,1,0,0.0,5.727,1,0,0,0,0,0,0,0,0,0,1,test
"Росіяни вдарили по Дніпру: горіла адмінбудівля, 3 постраждалих",neutral,0,pravda.com.ua,llm,quality,8,62,0,1,0,0.0,6.625,2,0,0,0,0,0,0,1,0,0,1,train
"Зеленський: Є інформація, що вночі може бути російський масований удар",neutral,0,pravda.com.ua,llm,quality,10,70,0,1,0,0.0,5.9,0,0,0,0,0,0,0,0,0,0,0,train
"Гелловін-2024: що це за свято, чому багато хто пов'язує його з бісами та головні традиції",clickbait,1,znaj.ua,llm,znaj_holding,15,89,0,1,0,0.0,4.867,1,0,0,0,0,0,0,0,0,0,1,val
Змінили світ: під якими знаками Зодіаку народжувалися найбільш впливові жінки в історії?,clickbait,1,ukr.media,llm,ukrmedia,12,88,1,1,0,0.0,6.25,1,0,0,0,0,0,0,0,0,0,1,train
Безкоштовне житло для ВПО в Харківській області: хто отримає дах над головою,clickbait,1,politeka.net,llm,znaj_holding,12,76,0,1,0,0.0833,5.333,1,0,0,0,0,0,0,0,0,0,1,test
Путін готує новий наступ в Україні в лютому чи березні – Вloomberg,neutral,0,pravda.com.ua,llm,quality,11,66,0,0,0,0.0,4.909,0,0,0,0,0,0,0,0,0,0,0,train
"Володимир Зеленський заявив про свій наказ ліквідувати путіна: ""Скільки разів вони намагалися мене вбити""",neutral,0,znaj.ua,llm,znaj_holding,14,105,0,1,0,0.0,6.357,1,1,0,0,0,0,0,0,0,0,0,train
"«На агресора треба тиснути»: експерт заявив, що удари ЗСУ по рф тільки сприяють переговорам",neutral,0,politeka.net,llm,znaj_holding,14,91,0,1,0,0.0714,5.286,2,1,1,0,0,0,0,0,0,0,0,train
Нардепа Євгена Петруняка знову підозрюють у лобіюванні інтересів Львівської тютюнової фабрики – ЗМІ,neutral,0,znaj.ua,llm,znaj_holding,12,99,0,0,0,0.0833,7.167,0,0,0,0,0,0,0,0,0,0,0,train
"Ракета, якою РФ вдарила по Львову, рухалась зі швидкістю 13 тисяч кілометрів – військові",neutral,0,pravda.com.ua,llm,quality,13,88,0,0,0,0.0,5.538,1,0,0,0,0,0,0,1,0,0,0,train
"Срібло знову засяє, як нове: прості засоби, які повернуть красу прикрасам",clickbait,1,znaj.ua,llm,znaj_holding,11,73,0,1,0,0.0,5.455,1,0,0,0,0,0,0,0,0,0,1,val
"Не все, що з церамідами, однаково добре: коли формула працює проти вас",clickbait,1,ukr.media,llm,ukrmedia,12,70,0,1,0,0.0,4.667,2,0,0,0,0,0,0,0,1,0,1,test
"Нападницю на Стерненка арештували: на суді вона сказала, що закохалася у вербувальника ""з СБУ""",neutral,0,pravda.com.ua,llm,quality,14,94,0,1,0,0.0714,5.5,1,0,0,0,0,0,0,0,0,0,1,train
"Ці потужні слова здатні творити чудеса: найсильніші молитви, щоб хвороби оминули вас",clickbait,1,znaj.ua,llm,znaj_holding,12,84,0,1,0,0.0,5.917,2,0,0,0,0,0,0,0,1,0,1,val
"""Безалкогольне пиво"": Корисний напій чи замаскована загроза?",clickbait,1,ukr.media,llm,ukrmedia,7,60,1,1,0,0.0,7.143,1,0,0,0,0,1,0,0,0,0,0,train
Наступ Росії на Дніпропетровську область: військовий експерт розповів про вирішальні чинники,clickbait,1,politeka.net,llm,znaj_holding,11,92,0,1,0,0.0,7.364,3,1,1,0,0,0,0,0,0,0,1,train
Росія атакувала дронами Чернігів: пошкоджено транспортну інфраструктуру,neutral,0,pravda.com.ua,llm,quality,7,71,0,1,0,0.0,9.143,1,0,0,0,0,0,0,0,0,0,1,train
"Компліменти, які можуть зачепити: що краще не говорити навіть з добрими намірами",clickbait,1,ukr.media,llm,ukrmedia,12,80,0,1,0,0.0,5.583,1,0,0,0,0,0,0,0,0,0,1,train
"Зеленський прокоментував звільнення заступника міністра, обіцяє потужні кроки",neutral,0,pravda.com.ua,llm,quality,8,77,0,0,0,0.0,8.625,0,0,0,0,0,0,0,0,0,0,0,train
"Зеленський прокоментував ідею росіян про ""часткове"" припинення вогню: ""Ідіоти""",neutral,0,pravda.com.ua,llm,quality,9,78,0,1,0,0.0,7.222,0,0,0,0,0,0,0,0,0,0,0,train
"""Голі"" нігті: експерти розповіли про новий тренд осіннього манікюру",neutral,0,ukr.media,llm,ukrmedia,9,67,0,1,0,0.0,6.222,3,1,1,0,0,0,0,0,0,0,1,train
Чому пластиковий посуд не сохне в посудомийці і виходить після миття вкритий плямами води,clickbait,1,ukr.media,llm,ukrmedia,14,89,0,0,0,0.0,5.429,1,0,0,0,0,0,0,0,0,1,0,train
"Поради нейрохірурга, які допоможуть зберегти гостроту розуму та пам’ять як у молодості",clickbait,1,ukr.media,llm,ukrmedia,13,86,0,0,0,0.0,5.615,0,0,0,0,0,0,0,0,0,0,0,test
Серйозні наслідки для організму: чому не можна відгодовувати котів навіть до 8 кілограмів,clickbait,1,ukr.media,llm,ukrmedia,13,89,0,1,0,0.0,5.846,2,0,0,0,0,0,0,1,0,0,1,train
"Окупанти вночі атакували Україну 31 дроном, майже усі збиті",neutral,0,pravda.com.ua,llm,quality,9,59,0,0,0,0.0,5.556,1,0,0,0,0,0,0,1,0,0,0,train
Експерт розповів про деградацію НАБУ: Схиляння до інтимних відносин свідка – не перший випадок порушення закону в НАБУ,neutral,0,znaj.ua,llm,znaj_holding,17,118,0,1,0,0.1176,5.824,2,1,1,0,0,0,0,0,0,0,0,train
"Довіра українців до Зеленського продовжує падати, але все ще висока − КМІС",neutral,0,pravda.com.ua,llm,quality,11,74,0,0,0,0.0909,5.545,0,0,0,0,0,0,0,0,0,0,0,train
"Стейк: 10 помилок, які всі роблять при готуванні",clickbait,1,ukr.media,llm,ukrmedia,8,48,0,1,0,0.0,4.875,1,0,0,0,0,0,0,1,0,0,0,train
"140 танків для України, ситуація у Бахмуті та скандальний звіт HRW: головне за день 31 січня",neutral,0,hromadske.ua,llm,quality,16,92,0,1,0,0.0625,4.688,3,0,0,0,0,0,1,1,0,0,1,train
Дієтологиня розкрила секрет добавок Е у продуктах: чи варто уникати,clickbait,1,znaj.ua,llm,znaj_holding,10,67,0,1,0,0.0,5.7,5,1,1,0,1,1,0,0,0,0,1,val
"3 знаки Зодіаку, яких не люблять колеги",clickbait,1,ukr.media,llm,ukrmedia,7,39,0,0,0,0.0,4.571,1,0,0,0,0,0,0,1,0,0,0,train
"Били не тільки по Києву: ворог нещадно атакував українське місто, подробиці",clickbait,1,politeka.net,llm,znaj_holding,11,75,0,1,0,0.0,5.727,2,0,0,0,1,0,0,0,0,0,1,train
Дефіцит продуктів у Львівській області: про яку проблему розповіли українцям,clickbait,1,politeka.net,llm,znaj_holding,10,76,0,1,0,0.0,6.6,3,1,0,0,0,1,0,0,0,0,1,train
Сили оборони уразили центр космічного зв’язку у Москві і міст поблизу Запоріжжя,neutral,0,pravda.com.ua,llm,quality,13,79,0,0,0,0.0,5.154,0,0,0,0,0,0,0,0,0,0,0,train
"РосЗМІ: Пригожин відпустив на волю групу злочинців, які воювали в Україні – зняли всі судимості",neutral,0,pravda.com.ua,llm,quality,14,95,0,1,0,0.0,5.571,0,0,0,0,0,0,0,0,0,0,0,train
"Книги-головоломки з несподіваним фіналом: заплутають, змусять думати й палати від цікавості",clickbait,1,ukr.media,llm,ukrmedia,11,91,0,1,0,0.0,7.182,3,0,0,0,0,1,1,0,0,0,1,train
Половина українських земель може втратити урожайність до 2050 року,neutral,0,znaj.ua,llm,znaj_holding,9,66,0,0,0,0.0,6.444,0,0,0,0,0,0,0,0,0,0,0,train
Коли навіть 10 годин сну не допомагає: що таке синдром постійної втоми,clickbait,1,znaj.ua,llm,znaj_holding,12,70,0,1,0,0.0,4.833,3,0,0,0,0,0,0,1,0,1,1,train
РНБО проголосувала за санкції проти Порошенка – джерела,neutral,0,pravda.com.ua,llm,quality,7,55,0,0,0,0.1429,6.714,0,0,0,0,0,0,0,0,0,0,0,train
У Польщі підтвердили візит Зеленського 19 грудня й назвали теми переговорів,neutral,0,pravda.com.ua,llm,quality,11,75,0,0,0,0.0,5.909,2,1,0,0,0,0,0,1,0,0,0,train
Позичила майже 3 мільйони гривень у 12-річного сина: журналісти опублікували розслідування про голову податкової Олену Хотенко,neutral,0,politeka.net,llm,znaj_holding,16,126,0,1,0,0.0,6.875,2,0,0,0,0,0,0,1,0,0,1,train
"Петрів піст, Свята Трійця та Успіння Богородиці: церковні свята на літо",neutral,0,znaj.ua,llm,znaj_holding,11,71,0,1,0,0.0,5.364,1,0,0,0,0,0,0,0,0,0,1,train
У Ленінградській області РФ заявили про масовану атаку дронів і пожежу в порту,neutral,0,pravda.com.ua,llm,quality,13,78,0,0,0,0.0,5.077,0,0,0,0,0,0,0,0,0,0,0,test
"""Давні вірування"": Дарувати мило треба лише близьким людям і приймати в подарунок тільки від близьких люблячих людей",clickbait,1,ukr.media,llm,ukrmedia,17,116,0,1,0,0.0,5.706,0,0,0,0,0,0,0,0,0,0,0,train
Тонкий та ароматний лаваш на сковороді,neutral,0,ukr.media,llm,ukrmedia,6,38,0,0,0,0.0,5.5,0,0,0,0,0,0,0,0,0,0,0,test
ППО збила 17 російських дронів та дві ракети,neutral,0,hromadske.ua,llm,quality,8,44,0,0,0,0.125,4.625,1,0,0,0,0,0,0,1,0,0,0,train
Вознесіння: історія та заборони,neutral,0,zn.ua,llm,quality,4,31,0,1,0,0.0,6.75,1,0,0,0,0,0,0,0,0,0,1,val
"Країн, які будуть мати зброю ядерну до кінця навіть 2050 року, буде більше, ніж зараз, – Владислав Смірнов",neutral,0,politeka.net,llm,znaj_holding,17,106,0,0,0,0.0,4.941,0,0,0,0,0,0,0,0,0,0,0,train
"Чому гниє цибуля і які патогени відповідальні за шкоду, а також про прості заходи профілактики",clickbait,1,ukr.media,llm,ukrmedia,15,94,0,0,0,0.0,5.267,1,0,0,0,0,0,0,0,0,1,0,val
Зі Слов’янська примусово евакуюють дітей – рішення комісії,neutral,0,pravda.com.ua,llm,quality,8,58,0,0,0,0.0,6.125,0,0,0,0,0,0,0,0,0,0,0,test
"Потужні вибухи не вщухають в Росії, з’явилися кадри: ""Щойно підірвали""",clickbait,1,politeka.net,llm,znaj_holding,11,70,0,1,0,0.0,5.091,0,0,0,0,0,0,0,0,0,0,0,test
"Імперія олігарха Олексія Федоричева: зв'язки із кримінальними колами, мафія у Європі, кокаїн та борделі",neutral,0,politeka.net,llm,znaj_holding,14,103,0,1,0,0.0,6.214,1,0,0,0,0,0,0,0,0,0,1,val
Не треба щодня бігати або ходити в тренажерний зал: як навіть невеликий рух рятує життя,clickbait,1,znaj.ua,llm,znaj_holding,15,87,0,1,0,0.0,4.8,1,0,0,0,0,0,0,0,0,0,1,train
Розкрито неочевидний фактор раптової зупинки серця,clickbait,1,ukr.media,llm,ukrmedia,6,50,0,0,0,0.0,7.5,1,1,0,0,0,0,0,0,0,0,0,val
"Пенсія в кредит: скільки доведеться доплачувати, якщо не вистачає стажу",clickbait,1,znaj.ua,llm,znaj_holding,10,71,0,1,0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,1,train
Ці 3 знаки Зодіаку можуть розлучитися у 2024 році,clickbait,1,ukr.media,llm,ukrmedia,9,49,0,0,0,0.0,4.556,1,0,0,0,0,0,0,1,0,0,0,val
"""Мрія"" мала полетіти в Німеччину. Там її чекали ще до війни – Bild",neutral,0,pravda.com.ua,llm,quality,12,66,0,0,0,0.0,4.167,0,0,0,0,0,0,0,0,0,0,0,train
"Масована атака РФ: ППО знешкодила 642 ворожі цілі, є влучання 30 балістичних ракет",neutral,0,pravda.com.ua,llm,quality,13,82,0,1,0,0.1538,5.231,1,0,0,0,0,0,0,1,0,0,0,train
"Життя заграє новими фарбами: лікарі назвали продукти, які врятують від депресії",clickbait,1,znaj.ua,llm,znaj_holding,11,79,0,1,0,0.0,6.091,4,1,1,0,0,1,0,0,0,0,1,test
"Розкрадання, корупція та аморальна поведінка: Зеленський відповів про петицію щодо звільнення Бугрова",neutral,0,znaj.ua,llm,znaj_holding,12,101,0,1,0,0.0,7.333,0,0,0,0,0,0,0,0,0,0,0,val
Росіяни атакували ринок і храм у Вільнянську: загинуло подружжя,neutral,0,pravda.com.ua,llm,quality,9,63,0,1,0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,1,test
"Пасажири кричали від жаху, а стюардесу викинуло з літака: авіакатастрофа, від якої холоне кров",clickbait,1,znaj.ua,llm,znaj_holding,14,94,0,1,0,0.0,5.571,2,0,0,0,0,0,1,0,0,0,1,train
Шольц укотре виступив проти надання Україні ракет Taurus,neutral,0,hromadske.ua,llm,quality,8,56,0,0,0,0.0,6.125,0,0,0,0,0,0,0,0,0,0,0,train
"Дружина ексдепутата Євгена Дейдея вийшла заміж за кілера: ""Нє, точно вмер""",clickbait,1,znaj.ua,llm,znaj_holding,11,74,0,1,0,0.0,5.455,0,0,0,0,0,0,0,0,0,0,0,train
Угода про корисні копалини готова до підписання – міністр фінансів США,neutral,0,pravda.com.ua,llm,quality,10,70,0,0,0,0.1,5.9,0,0,0,0,0,0,0,0,0,0,0,train
"Як відновити ґрунт після картоплі: пісок, органіка та добрива для нового врожаю",clickbait,1,ukr.media,llm,ukrmedia,12,79,0,1,0,0.0,5.5,2,0,0,0,0,0,0,0,0,1,1,train
Ваша ділянка стане справжнім мистецтвом: як потрібно доглядати за геранню для красивих та рясих квіток,clickbait,1,znaj.ua,llm,znaj_holding,15,102,0,1,0,0.0,5.8,2,0,0,0,0,0,0,0,1,0,1,train
Як швидко та якісно вимити вікна — допоможе автохімія,clickbait,1,ukr.media,llm,ukrmedia,8,53,0,0,0,0.0,5.5,1,0,0,0,0,0,0,0,0,1,0,train
"Розслідування ЗМІ: суддя Тищук, адвокат Ренькас, незаконне збагачення і чому мовчить НАБУ?",neutral,0,politeka.net,llm,znaj_holding,12,90,1,1,0,0.1667,6.25,1,0,0,0,0,0,0,0,0,0,1,train
"Весілля чи кліп? Як Злата Огнєвіч заінтригувала шанувальників ""весільним"" відео",clickbait,1,ukr.media,llm,ukrmedia,10,79,1,0,0,0.0,6.7,0,0,0,0,0,0,0,0,0,0,0,train
"ЗМІ: 30-й ""Рамштайн"" відбудеться 9 вересня в Лондоні",neutral,0,pravda.com.ua,llm,quality,8,52,0,1,0,0.125,5.25,1,0,0,0,0,0,0,1,0,0,0,train
Кому кортить переписувати нашу історію?,clickbait,1,espreso.tv,llm,quality,5,39,1,0,0,0.0,6.8,0,0,0,0,0,0,0,0,0,0,0,train
Як очистити від нагару безнадійне деко або сковороду,clickbait,1,ukr.media,llm,ukrmedia,8,52,0,0,0,0.0,5.625,1,0,0,0,0,0,0,0,0,1,0,train
"Які продукти не можна їсти коли болить горло: поради, які допоможуть швидше відновити здоров’я",clickbait,1,ukr.media,llm,ukrmedia,15,94,0,1,0,0.0,5.2,3,0,0,0,0,1,0,0,0,1,1,train
Як зробити будинок для кота з картонної коробки за 15 хвилин,neutral,0,znaj.ua,llm,znaj_holding,11,60,0,0,0,0.0,4.545,3,0,0,1,0,0,0,1,0,1,0,test
"Як швидко вивести жирну пляму з одягу? Спосіб, яким я користуюся дуже давно",clickbait,1,ukr.media,llm,ukrmedia,13,75,1,0,0,0.0,4.692,2,0,0,0,0,1,0,0,0,1,0,train
"Ірина Білик зізналася, з якою світовою зіркою мріє записати дует",clickbait,1,ukr.media,llm,ukrmedia,10,64,0,0,0,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,train
"Ф'юрі хоче приїхати до Усика в Україну, щоб разом провести відпустку",neutral,0,hromadske.ua,llm,quality,11,68,0,0,0,0.0,5.182,0,0,0,0,0,0,0,0,0,0,0,train
росіяни атакували Селидове на Донеччині КАБами. Серед загиблих — підліток,neutral,0,hromadske.ua,llm,quality,9,73,0,0,0,0.0,6.889,0,0,0,0,0,0,0,0,0,0,0,train
"Привчання кішки до унітаза: усі можливі «за» і «проти», про які повинен знати кожен господар",clickbait,1,ukr.media,llm,ukrmedia,15,92,0,1,0,0.0,4.8,1,0,0,0,0,0,0,0,0,0,1,val
Окупанти готують масований ракетний удар по Україні: названо можливу дату атаки,clickbait,1,politeka.net,llm,znaj_holding,11,79,0,1,0,0.0,6.182,2,1,0,0,0,0,0,0,0,0,1,test
"Захід проігнорував пуск ""найпотужнішої у світі"" ядерної ракети Путіна, угорський уряд викликав посла Росії через атаку на Закарпаття. Акценти світових ЗМІ 14 травня",neutral,0,espreso.tv,llm,quality,23,164,0,0,0,0.0435,6.0,2,0,0,0,0,1,0,1,0,0,0,train
The Telegraph: Через нестачу боєприпасів до кінця місяця Україна збиватиме одну з п’яти ракет,neutral,0,pravda.com.ua,llm,quality,15,93,0,1,0,0.0,5.2,0,0,0,0,0,0,0,0,0,0,0,train
Україна вперше в історії виборола бронзову медаль на чемпіонаті світу з футзалу,neutral,0,hromadske.ua,llm,quality,12,79,0,0,0,0.0,5.667,0,0,0,0,0,0,0,0,0,0,0,test
У Богодухові на Харківщині внаслідок російського удару загинули жінка і дитина,neutral,0,pravda.com.ua,llm,quality,11,78,0,0,0,0.0,6.182,0,0,0,0,0,0,0,0,0,0,0,train
Захист саду від осінніх хвороб та шкідників: профілактика до заморозків,clickbait,1,ukr.media,llm,ukrmedia,10,71,0,1,0,0.0,6.1,1,0,0,0,0,0,0,0,0,0,1,train
"На лавках кожного магазину: українців попередили про небезпеку ""дитячих"" продуктів",clickbait,1,znaj.ua,llm,znaj_holding,10,82,0,1,0,0.0,7.0,3,1,0,0,0,1,0,0,0,0,1,train
"Росія випустила ракети, тривога у 15 областях – Повітряні сили",neutral,0,pravda.com.ua,llm,quality,9,62,0,0,0,0.0,5.667,1,0,0,0,0,0,0,1,0,0,0,train
На Нікопольщині оголосили обов'язкову евакуацію з деяких територій,neutral,0,espreso.tv,llm,quality,8,66,0,0,0,0.0,7.375,0,0,0,0,0,0,0,0,0,0,0,train
"Путін 25-й раз приїхав до Сі: обговорювали ""турбулентність"" у світі, Іран та ""продовження дружби""",neutral,0,pravda.com.ua,llm,quality,14,97,0,1,0,0.0,5.571,1,0,0,0,0,0,0,0,0,0,1,train
Дефіцит продуктів в Одеській області: що відбувається на ринку з популярним товаром,clickbait,1,politeka.net,llm,znaj_holding,12,83,0,1,0,0.0,5.917,2,0,0,0,0,1,0,0,0,0,1,val
5 найнебезпечніших знаків Зодіакального кола,clickbait,1,ukr.media,llm,ukrmedia,5,44,0,0,0,0.0,8.0,1,0,0,0,0,0,0,1,0,0,0,test
"Поширені міфи про каву, в які багато хто вірить",clickbait,1,ukr.media,llm,ukrmedia,9,47,0,0,0,0.0,4.222,0,0,0,0,0,0,0,0,0,0,0,train
11 звичок людей із прихованою депресією,clickbait,1,ukr.media,llm,ukrmedia,6,39,0,0,0,0.0,5.667,1,0,0,0,0,0,0,1,0,0,0,train
"ТРЦ ""Гулівер"" хочуть передати в управління АРМА: офіс генпрокурора подав клопотання до суду",neutral,0,politeka.net,llm,znaj_holding,13,91,0,1,0,0.1538,5.846,1,0,0,0,0,0,0,0,0,0,1,train
"«Вже виставляється новий дедлайн»: експерт розповів, скільки триватиме російсько-українська війна",clickbait,1,politeka.net,llm,znaj_holding,10,97,0,1,0,0.0,8.4,2,1,1,0,0,0,0,0,0,0,0,train
Переселенці отримають житло від держави: кого поселять насамперед,clickbait,1,znaj.ua,llm,znaj_holding,8,65,0,1,0,0.0,7.125,1,0,0,0,0,0,0,0,0,0,1,train
Білорус Артур Гранц викритий у багатомільйонній схемі контрабанди та відмивання грошей через мережу duty free,neutral,0,znaj.ua,llm,znaj_holding,15,109,0,0,0,0.0,6.333,0,0,0,0,0,0,0,0,0,0,0,train
Бажаєте жити довше? Просто додайте перцю: вчені назвали найпекучіший секрет довголіття,clickbait,1,znaj.ua,llm,znaj_holding,11,86,1,1,0,0.0,6.727,5,1,1,0,1,1,0,0,0,0,1,val
"РФ вдарила по гуртожитку в Харкові, людей евакуйовують",neutral,0,pravda.com.ua,llm,quality,8,54,0,0,0,0.0,5.75,0,0,0,0,0,0,0,0,0,0,0,train
Рада Світового банку затвердила новий фонд для України. Три країни зроблять внески — Reuters,neutral,0,hromadske.ua,llm,quality,13,92,0,0,0,0.0,5.923,0,0,0,0,0,0,0,0,0,0,0,test
Чи будуть відключення світла 19 травня? У Міненерго відповіли,clickbait,1,hromadske.ua,llm,quality,9,61,1,0,0,0.0,5.778,3,0,0,0,0,1,0,1,0,1,0,train
"Війна переходить все більше на територію росії, - експерт про операцію «Павутина»",neutral,0,politeka.net,llm,znaj_holding,12,81,0,0,0,0.0,5.583,1,0,1,0,0,0,0,0,0,0,0,train
Каллас у роковини збиття МН17: Росія має визнати свою відповідальність за трагедію,neutral,0,pravda.com.ua,llm,quality,12,82,0,1,0,0.0833,5.833,0,0,0,0,0,0,0,0,0,0,0,train
Налагодили ласу схему: як пилять державні гроші у Вишневій міській раді,clickbait,1,znaj.ua,llm,znaj_holding,11,71,0,1,0,0.0,5.455,1,0,0,0,0,0,0,0,0,0,1,train
"Виліз через вікно, забрав велосипед із багажника і втік: у Дніпрі шукають чоловіка, якого хотіли доставити до ТЦК",neutral,0,hromadske.ua,llm,quality,18,113,0,1,0,0.0556,5.167,1,0,0,0,0,0,0,0,0,0,1,train
Ці 6 рослин зараз є майже у кожному модному домі. У чому їхній секрет?,clickbait,1,ukr.media,llm,ukrmedia,14,70,1,0,0,0.0,3.929,3,0,0,0,1,1,0,1,0,0,0,train
"Дикі африканські собаки: Леви, леопарди та гієни — просто милі пупсики порівняно з ними у полюванні",clickbait,1,ukr.media,llm,ukrmedia,15,99,0,1,0,0.0,5.4,0,0,0,0,0,0,0,0,0,0,0,train
"На фронті з'явилися підрозділи окупантів, які складаються з жінок ув'язнених: у чому їхня головна небезпека",clickbait,1,politeka.net,llm,znaj_holding,15,107,0,1,0,0.0,6.067,2,1,0,0,0,0,0,0,0,0,1,train
"Речник ОСУВ ""Хортиця"" про загрозу наступу росіян на Борову: панікувати не потрібно",neutral,0,pravda.com.ua,llm,quality,12,82,0,1,0,0.0833,5.667,1,0,0,0,0,0,0,0,0,0,1,train
"""Половина водіїв відповідає неправильно"": Поворот ліворуч заборонено — чи можна тут розвернутися",clickbait,1,ukr.media,llm,ukrmedia,11,96,0,1,0,0.0,7.364,0,0,0,0,0,0,0,0,0,0,0,val
Як гідно відповісти кривдникові: ефективний психотрюк,clickbait,1,ukr.media,llm,ukrmedia,6,53,0,1,0,0.0,7.833,2,0,0,0,0,0,0,0,0,1,1,train
"Чому чоловіки після 60-ти хочуть жити разом, а жінки – ні?",clickbait,1,ukr.media,llm,ukrmedia,10,58,1,0,0,0.0,4.5,1,0,0,0,0,0,0,0,0,1,0,test
Корейці використовують ШІ для прогнозування злочинів: результати вражають,clickbait,1,znaj.ua,llm,znaj_holding,8,73,0,1,0,0.0,8.125,1,0,0,0,0,0,0,0,0,0,1,test
"Декілька трюків, які допоможуть швидко зробити макіяж та приховати прищ, якщо часу обмаль",clickbait,1,ukr.media,llm,ukrmedia,13,89,0,0,0,0.0,5.769,0,0,0,0,0,0,0,0,0,0,0,train
"Колишні партнери ""Кварталу 95"", включаючи Міндіча, отримали майже 100 млн руб. від російського медіахолдингу напередодні повномасштабного вторгнення",neutral,0,znaj.ua,llm,znaj_holding,17,148,0,0,0,0.0,7.471,0,0,0,0,0,0,0,0,0,0,0,train
Подорожчання проїзду в Сумській області: як сильно можуть зрости ціни,clickbait,1,politeka.net,llm,znaj_holding,10,69,0,1,0,0.0,5.9,1,0,0,0,0,0,0,0,0,0,1,train
Зниклого у травні журналіста Лапшина знайшли мертвим,neutral,0,pravda.com.ua,llm,quality,7,52,0,0,0,0.0,6.571,1,0,0,0,0,1,0,0,0,0,0,train
"""Форпост"" для захисту: експерти пояснили, чому Європі вигідна перемога України",clickbait,1,politeka.net,llm,znaj_holding,10,78,0,1,0,0.0,6.5,3,1,1,0,0,0,0,0,0,0,1,train
Як уникнути розмокання мила в мильниці: 5 дієвих способів,clickbait,1,ukr.media,llm,ukrmedia,9,57,0,1,0,0.0,5.333,2,0,0,0,0,0,0,1,0,1,0,train
"Трамп пригрозив Байдену переслідуванням у випадку, якщо він виграє на виборах і не отримає президентського імунітету",neutral,0,hromadske.ua,llm,quality,16,116,0,0,0,0.0,6.25,0,0,0,0,0,0,0,0,0,0,0,train
"Несвідомі звички у спілкуванні, якими ми відштовхуємо людей, навіть не помічаючи цього",clickbait,1,ukr.media,llm,ukrmedia,12,86,0,0,0,0.0,6.083,1,0,0,0,0,1,0,0,0,0,0,train
Відключення світла в Вінницькій області 16 лютого: запроваджуються додаткові графіки,neutral,0,politeka.net,llm,znaj_holding,10,84,0,1,0,0.0,7.4,2,0,0,0,0,0,0,1,0,0,1,train
Якщо свічка згасла у храмі: що про це кажуть священники та народні прикмети,clickbait,1,ukr.media,llm,ukrmedia,13,75,0,1,0,0.0,4.769,1,0,0,0,0,0,0,0,0,0,1,train
